38|0.5604485383178051,2886|0.2553769592276246,2592|0.241522945769824,448|0.24077170617153842,30|0.24019223070763074,234|0.24019223070763074,784|0.24019223070763074,126|0.23145502494313788,1932|0.23145502494313788,46|0.22742941307367107,2790|0.22742941307367107,305|0.22360679774997896,2390|0.2175970699446223,1296|0.21650635094610968,129|0.21281413268968719,9|0.2083333333333334,104|0.20412414523193156,113|0.20412414523193156,232|0.20412414523193156,3390|0.20134681656420733,631|0.20016019225635895,1365|0.20016019225635895,2989|0.20016019225635895,182|0.19641855032959654,511|0.19641855032959654
622|0.3265986323710905,274|0.26726124191242445,379|0.25000000000000006,2808|0.2083333333333334,267|0.20412414523193156,58|0.1924500897298753,750|0.1924500897298753,2577|0.1924500897298753,534|0.1873171623163388,523|0.18257418583505539,776|0.18257418583505539,2016|0.18042195912175807,157|0.17817416127494962,888|0.17817416127494962,945|0.17817416127494962,53|0.17407765595569785,98|0.17407765595569785,262|0.17407765595569785,1012|0.17407765595569785,1178|0.17407765595569785,470|0.17025130615174974,984|0.17025130615174974,1610|0.17025130615174974,2969|0.17025130615174974,151|0.1666666666666667
19|0.8314971796756813,98|0.6358507844578739,262|0.4891159880445184,330|0.4214636152117623,329|0.3746343246326776,3777|0.27036903521793754,1230|0.22496063533292376,107|0.20025046972870353,2437|0.1986798535597566,1438|0.19134594929397594,413|0.1873171623163388,572|0.1873171623163388,1322|0.1835325870964494,1686|0.179968508266339,292|0.17342199390482396,3616|0.17342199390482396,1296|0.16222142113076252,327|0.15789473684210523,3631|0.15789473684210523,467|0.1538967528127731,563|0.1538967528127731,2655|0.1538967528127731,2944|0.1538967528127731,3152|0.1538967528127731,80|0.15018785229652765
277|0.24999999999999997,1999|0.22360679774997896,1474|0.21693045781865616,1569|0.2051956704170308,80|0.19518001458970663,92|0.19518001458970663,294|0.19518001458970663,29|0.19069251784911845,898|0.19069251784911845,1266|0.19069251784911845,2|0.18650096164806276,197|0.18650096164806276,299|0.18650096164806276,187|0.18257418583505539,276|0.18257418583505539,332|0.18257418583505539,175|0.17541160386140586,502|0.1690308509457033,2744|0.16770509831248423,217|0.1632993161855452,4315|0.16269784336399212,3777|0.158113883008419,3329|0.1538967528127731,81|0.15339299776947407,37|0.15
3796|0.3195048252113468,3375|0.31819805153394637,4589|0.3162277660168379,1032|0.3006688971514774,1774|0.2886751345948129,409|0.2773500981126146,3678|0.27669929526473314,2459|0.2721655269759087,829|0.25802342327107,2506|0.25,353|0.2381448361039201,678|0.22821773229381917,4565|0.2261335084333227,4620|0.2261335084333227,395|0.22116293423234573,988|0.22116293423234568,2368|0.22116293423234568,2882|0.22097086912079608,4375|0.22097086912079608,978|0.21650635094610968,2188|0.21437323142813602,3977|0.21320071635561041,4456|0.20833333333333331,4397|0.2041241452319315,4607|0.2041241452319315
1081|0.3,4247|0.25819888974716115,872|0.2439750182371333,454|0.23836564731139806,765|0.23836564731139806,961|0.23312620206007845,2011|0.23094010767585027,1629|0.22360679774997896,575|0.21926450482675733,1985|0.21926450482675733,2008|0.21926450482675733,250|0.21081851067789198,4589|0.19999999999999998,49|0.19518001458970663,980|0.19518001458970663,1492|0.19518001458970663,2702|0.19518001458970663,4774|0.19364916731037085,297|0.19069251784911845,351|0.19069251784911845,1902|0.19069251784911845,2152|0.19069251784911845,2255|0.19069251784911845,2450|0.19069251784911845,2571|0.19069251784911845
85|0.6849495194215731,7|0.5865557254410011,16|0.5430753866417045,79|0.46428571428571414,169|0.4447495899966607,31|0.41576092031014994,68|0.37796447300922725,126|0.32142857142857134,2578|0.32142857142857134,800|0.31583808285461834,232|0.30237157840738177,182|0.29095718698132317,511|0.29095718698132317,203|0.28571428571428564,4401|0.28347335475692037,101|0.28203803740888306,129|0.27583864218368526,628|0.2727723627949905,2550|0.2700308624336608,855|0.26726124191242434,94|0.264575131106459,1459|0.264575131106459,2129|0.264575131106459,174|0.2631806779839076,624|0.2594372608313854
4401|0.3061862178478973,1158|0.2857738033247042,1715|0.25663245128736834,1491|0.2553769592276246,490|0.25000000000000006,4|0.24494897427831788,994|0.24494897427831788,2163|0.24494897427831788,41|0.24019223070763074,1230|0.24019223070763074,108|0.23570226039551584,2474|0.2341464528954235,3993|0.2341464528954235,402|0.23145502494313788,166|0.22271770159368703,2317|0.22271770159368703,3668|0.22271770159368703,960|0.222717701593687,62|0.2175970699446223,732|0.2175970699446223,755|0.2175970699446223,1083|0.2175970699446223,1826|0.2175970699446223,2912|0.2175970699446223,76|0.21281413268968719
334|0.4166666666666668,508|0.38306543884143684,4401|0.3061862178478973,675|0.3046358979224712,43|0.2857738033247042,1272|0.2738612787525831,322|0.2553769592276246,2964|0.25000000000000006,94|0.24494897427831788,3305|0.24494897427831788,97|0.24019223070763074,342|0.23570226039551584,1001|0.23570226039551584,47|0.22821773229381923,7|0.22360679774997896,56|0.22271770159368703,166|0.22271770159368703,601|0.22271770159368703,1633|0.22271770159368703,2317|0.22271770159368703,1715|0.21997067253203,16|0.21997067253202998,85|0.2175970699446223,158|0.2175970699446223,165|0.2175970699446223
2|0.48900964692182586,11|0.4264014327112209,277|0.33371190623595726,3336|0.2984810028978546,1100|0.25584085962673253,497|0.23836564731139806,147|0.2375422747394687,219|0.23262105259961768,206|0.22227711223719354,1610|0.22227711223719354,3104|0.22227711223719354,339|0.21759706994462233,332|0.2175970699446223,596|0.2175970699446223,3343|0.2175970699446223,1628|0.20683507599800763,695|0.20515248496555452,1084|0.20515248496555452,3884|0.19795189561622392,23|0.19069251784911845,134|0.18609684207969415,166|0.18609684207969415,188|0.18609684207969415,213|0.18609684207969415,602|0.18609684207969415
5|0.6667948594698258,159|0.45993310550390004,115|0.27456258919345766,38|0.2692307692307693,37|0.2631174057921088,46|0.25492496425523037,1559|0.2508726030021272,1|0.2506402059138015,2029|0.24535824603285925,20|0.24019223070763074,2836|0.24019223070763074,232|0.23533936216582085,271|0.23533936216582085,1523|0.23076923076923078,2756|0.23076923076923078,1016|0.22645540682891918,2875|0.22496063533292376,126|0.22237479499833035,1002|0.21926450482675733,7|0.21483446221182986,1017|0.21483446221182984,1721|0.21483446221182984,1708|0.21134098610290408,101|0.20906050250177272,103|0.20906050250177272
79|0.6047431568147635,68|0.4800000000000002,26|0.41576092031014994,7|0.40166320883712187,16|0.3951316644589048,182|0.30792014356780045,511|0.30792014356780045,33|0.30237157840738177,203|0.30237157840738177,4401|0.30000000000000004,85|0.2984810028978546,46|0.29711254108328294,356|0.2857738033247042,1439|0.282842712474619,232|0.28,174|0.27852424952911653,466|0.2752988806446741,169|0.27456258919345766,607|0.27456258919345766,101|0.25584085962673253,205|0.25584085962673253,242|0.25584085962673253,122|0.25021729686848976,2625|0.25021729686848976,2235|0.24494897427831788
105|0.7092993656151905,117|0.40006613209931935,1761|0.38575837490522974,1594|0.3546496828075953,133|0.34016802570830457,15|0.3335621924974955,1423|0.32232918561015206,292|0.32142857142857134,583|0.31524416249564025,3373|0.31180478223116176,1999|0.30237157840738177,175|0.29649972666444047,791|0.28203803740888306,78|0.27583864218368526,3986|0.27583864218368526,109|0.27003086243366087,591|0.264575131106459,1977|0.2631806779839076,3775|0.26013299085723596,81|0.2592814894208657,63|0.2545875386086578,294|0.24743582965269673,278|0.24152294576982394,305|0.24152294576982394,254|0.2375954816557457
203|0.8928571428571426,511|0.8728715609439698,46|0.5965830453920569,232|0.4535573676110728,182|0.43643578047198467,122|0.43346072343150543,79|0.42857142857142844,7|0.4140393356054125,64|0.40768712416360564,16|0.40730653998127836,174|0.3947710169758613,38|0.3706246583305506,14|0.35714285714285704,126|0.35714285714285704,788|0.35714285714285704,101|0.32232918561015206,163|0.32142857142857134,870|0.32142857142857134,1303|0.32142857142857134,4759|0.31497039417435596,1192|0.3054799049859588,31|0.30237157840738177,782|0.29095718698132317,4401|0.28347335475692037,85|0.28203803740888306
231|0.4652421051992355,77|0.29268470350248177,358|0.28721347895177635,533|0.27914526311954124,40|0.27713265386271346,1983|0.2752409412815901,2116|0.2727272727272727,255|0.266500895444513,2653|0.25854384499750954,2351|0.2559453484444957,605|0.251259453814803,2601|0.24618298195866548,2114|0.2445579940222592,194|0.23836564731139806,464|0.23836564731139806,1426|0.23836564731139806,390|0.23262105259961768,2443|0.23262105259961768,2182|0.2279211529192759,42|0.22727272727272724,692|0.22727272727272724,896|0.22727272727272724,313|0.22227711223719354,539|0.22227711223719354,258|0.2175970699446223
111|0.6370220572706061,52|0.4652421051992355,4401|0.3273268353539886,242|0.27914526311954124,4077|0.2730094531159741,36|0.26726124191242445,238|0.26726124191242445,2285|0.26726124191242445,149|0.2618614682831909,271|0.2618614682831909,1165|0.2618614682831909,83|0.25717224993681986,2047|0.2439750182371333,3350|0.24313226954193232,2995|0.2380952380952381,101|0.23262105259961768,755|0.23262105259961768,1083|0.23262105259961768,207|0.22750787759664506,322|0.22750787759664506,1390|0.22750787759664506,2372|0.22750787759664506,2824|0.22750787759664506,588|0.2253744679276044,127|0.22271770159368703
111|0.34050261230349943,661|0.3202563076101743,67|0.3118047822311618,51|0.3086066999241838,4401|0.3061862178478973,52|0.3046358979224712,3350|0.3032392174315614,41|0.28022426915890253,1008|0.28022426915890253,35|0.26726124191242445,740|0.2611164839335468,278|0.2608745973749755,149|0.24494897427831788,271|0.24494897427831788,2129|0.24494897427831788,412|0.24019223070763074,607|0.24019223070763074,2444|0.24019223070763074,108|0.23570226039551584,466|0.2341464528954235,47|0.22821773229381925,91|0.22821773229381923,2047|0.22821773229381923,939|0.22742941307367107,7|0.223606797749979
501|0.28603877677367767,5|0.2683281572999748,30|0.2631174057921088,331|0.2581988897471611,390|0.2439750182371333,8|0.23836564731139806,159|0.23836564731139806,1695|0.23836564731139806,197|0.23312620206007845,1984|0.23312620206007845,2294|0.23312620206007845,187|0.22821773229381923,276|0.22821773229381923,572|0.22821773229381923,3482|0.223606797749979,113|0.22360679774997896,591|0.22360679774997896,1999|0.22360679774997896,2568|0.22360679774997896,3670|0.22360679774997896,0|0.21516574145596762,315|0.2051956704170308,1481|0.2051956704170308,3791|0.2051956704170308,131|0.19999999999999998
20|0.5604485383178051,126|0.40768712416360564,46|0.4005963724010763,7|0.3938631807216881,182|0.37742567804819865,511|0.37742567804819865,33|0.3706246583305506,79|0.3706246583305506,203|0.3706246583305506,788|0.3706246583305506,16|0.35223497683817345,174|0.34139437099945946,241|0.3335621924974955,870|0.3335621924974955,4759|0.3268602252303067,9|0.3202563076101743,64|0.3076923076923077,14|0.29649972666444047,1192|0.2817879814705388,30|0.2692307692307693,668|0.2692307692307693,4440|0.26419797463373906,3494|0.264197974633739,1177|0.2579303520876644,242|0.25087260300212727
1997|0.3344968040028364,1625|0.31378581622109447,2484|0.31378581622109447,1270|0.3076923076923077,333|0.3019405424385589,4401|0.29417420270727607,228|0.28625128703833574,695|0.264197974633739,166|0.2567762955065478,2995|0.2567762955065478,76|0.24535824603285925,1296|0.2426813358485378,68|0.23533936216582085,266|0.23533936216582085,1399|0.23533936216582085,476|0.2311250817605122,607|0.23076923076923078,1153|0.23076923076923078,2026|0.23076923076923078,342|0.22645540682891918,108|0.22645540682891915,123|0.22237479499833035,91|0.21926450482675733,193|0.21926450482675733,150|0.21850711221876892
566|0.5763539780776887,2325|0.36469840431289846,3883|0.35093120317179816,1086|0.31583808285461834,1562|0.3152641443777314,503|0.31388241028717223,2285|0.3032392174315614,179|0.29821002598961344,935|0.29134281629169184,1152|0.29134281629169184,1541|0.2906591794880899,1983|0.2876779808912304,130|0.2858966759567453,1389|0.2836543144655877,3318|0.2836543144655877,1790|0.2807449625374385,57|0.2785430072655778,4645|0.2785430072655778,34|0.27713265386271346,343|0.27713265386271346,348|0.27713265386271346,1505|0.27713265386271346,1825|0.27713265386271346,73|0.27586206896551724,89|0.27104108243182823
502|0.3706246583305506,939|0.32776066832815337,654|0.3202563076101743,184|0.31378581622109447,661|0.3076923076923077,754|0.3027027572983406,4401|0.29417420270727607,278|0.28644594961577313,111|0.28625128703833574,122|0.28625128703833574,4042|0.28625128703833574,36|0.28022426915890253,10|0.27456258919345766,2327|0.27456258919345766,3749|0.27456258919345766,174|0.2731154967995676,1230|0.2692307692307693,972|0.264197974633739,1201|0.264197974633739,1326|0.264197974633739,91|0.2631174057921088,1272|0.2631174057921088,14|0.2594372608313854,870|0.2594372608313854,908|0.2567762955065478
343|0.4545454545454546,1541|0.4290581651605165,1656|0.3344968040028364,2899|0.30151134457776363,77|0.29268470350248177,1386|0.28603877677367767,1426|0.28603877677367767,90|0.2727272727272727,178|0.2727272727272727,546|0.2727272727272727,692|0.2727272727272727,254|0.26804385337361925,569|0.26673253468463226,221|0.2667325346846322,258|0.26111648393354675,927|0.25854384499750954,4641|0.25712973861328997,1101|0.25584085962673253,1857|0.251259453814803,810|0.25087260300212727,1612|0.24618298195866545,269|0.24618298195866542,358|0.24618298195866542,1587|0.24618298195866542,179|0.2445579940222592
3439|0.40824829046386313,93|0.3849001794597506,108|0.3849001794597506,634|0.3530090432487313,123|0.3401680257083045,125|0.3286335345030997,149|0.32000000000000006,4401|0.30000000000000004,28|0.2857738033247042,505|0.28,212|0.27456258919345766,95|0.2694301256218254,1959|0.2599734734478726,165|0.25584085962673253,2253|0.25584085962673253,1275|0.25021729686848976,3624|0.25021729686848976,577|0.24494897427831788,720|0.24494897427831788,1358|0.24494897427831788,116|0.24009801919951235,10|0.24000000000000005,363|0.24000000000000005,582|0.24000000000000005,1367|0.24000000000000005
500|0.4948716593053936,99|0.4454354031873741,204|0.4187178946793119,405|0.3587480016670876,658|0.3471825374147068,1186|0.3038948705590345,1152|0.2567762955065478,273|0.24743582965269678,566|0.23904572186687872,706|0.2380952380952381,629|0.2351585405008862,177|0.23262105259961768,568|0.22750787759664506,935|0.21398024625545647,2229|0.21398024625545647,1395|0.1904761904761905,657|0.18609684207969415,1083|0.18609684207969415,1319|0.18609684207969415,2050|0.18609684207969415,2775|0.18200630207731605,574|0.17817416127494962,914|0.17817416127494962,2579|0.17817416127494962,94|0.17457431218879393
4401|0.29417420270727607,335|0.28022426915890253,2964|0.28022426915890253,476|0.27735009811261463,2403|0.2692307692307693,1002|0.2631174057921088,1395|0.2567762955065478,3668|0.2567762955065478,3857|0.2531848417709166,222|0.25087260300212727,740|0.25087260300212727,1271|0.25087260300212727,3795|0.25087260300212727,3147|0.24535824603285925,82|0.24535824603285922,279|0.24535824603285922,775|0.24535824603285922,2845|0.24535824603285922,542|0.24019223070763074,3895|0.24019223070763074,3920|0.24019223070763074,3299|0.23782574707724707,3361|0.23782574707724707,4734|0.23782574707724707,116|0.23543547789870933
64|0.6919391886927685,511|0.6790046053972699,203|0.6667692860264165,33|0.5965830453920569,101|0.5542653077254271,182|0.46458209842971115,232|0.44566881162492444,79|0.4211174438061578,7|0.4068381021724862,38|0.4005963724010763,16|0.4002224075790421,174|0.3879049103011416,122|0.3872015463311831,14|0.38602432348897797,126|0.38602432348897797,1192|0.3668705402807886,3494|0.3573708449459317,788|0.35093120317179816,870|0.35093120317179816,183|0.3342516087186933,242|0.3167230329859583,9|0.30323921743156135,10|0.29711254108328294,31|0.29711254108328294,94|0.29711254108328294
56|0.7807200583588264,158|0.5244044240850757,94|0.40249223594996214,0|0.34426518632954817,4401|0.33541019662496846,7|0.2857738033247041,228|0.27975144247209416,223|0.2631174057921088,466|0.2564945880212885,26|0.253546276418555,581|0.253546276418555,1531|0.2491364395612199,278|0.2449489742783178,1217|0.24494897427831777,134|0.2439750182371333,153|0.2439750182371333,415|0.2439750182371333,507|0.2439750182371333,2995|0.24397501823713327,16|0.2409657986707497,52|0.23836564731139806,85|0.23836564731139806,1319|0.23836564731139806,322|0.23312620206007845,539|0.23312620206007845
81|0.3834824944236852,64|0.2631174057921088,511|0.25819888974716115,203|0.25354627641855493,292|0.25354627641855493,46|0.24913643956121986,80|0.2439750182371333,1423|0.23836564731139806,1977|0.23354968324845687,1885|0.23312620206007845,3901|0.23312620206007845,187|0.22821773229381923,329|0.22821773229381923,330|0.22821773229381923,3670|0.22360679774997896,2169|0.21516574145596762,3494|0.21516574145596762,32|0.21128856368212912,3373|0.21081851067789198,2035|0.2051956704170308,859|0.20412414523193148,3856|0.19999999999999998,233|0.19518001458970663,17|0.19069251784911845,128|0.19069251784911845
